PROJECTID,TESTNAME,comparison,n,beta,pval,effect_size_std,mean_diff_raw,beta_ci_low,beta_ci_high,effect_size_std_ci_low,effect_size_std_ci_high,qval_fdr_bh,gba_included,log_transform,pd_only
151,RAB5C_14287-6_3,Predicted vs RV,234.0,-0.040480895002362016,0.7541986003937456,-0.040480895002362016,-0.014457282203656163,,,,,0.9563117303656687,False,False,True
151,NFATC1_14286-2_3,Non vs Predicted,375.0,-0.14790851537392594,0.21268593494104568,-0.14790851537392594,-0.011561967026675113,,,,,0.7411660052223132,False,False,True
151,NFATC1_14286-2_3,Non vs RV,423.0,-0.11251826026122722,0.27656730659242035,-0.11251826026122722,-0.007606124236678724,,,,,0.7845972110410625,False,False,True
151,NFATC1_14286-2_3,Predicted vs RV,234.0,0.03539025511269872,0.7878831625052269,0.03539025511269872,0.003955842789996389,,,,,0.9613511977847103,False,False,True
151,EIF2AK4_14284-23_3,Non vs Predicted,375.0,-0.08622800294826187,0.47524306833324415,-0.08622800294826187,-0.038124447979346776,,,,,0.8779632559766262,False,False,True
151,EIF2AK4_14284-23_3,Non vs RV,423.0,0.015894216341244445,0.8799337144787047,0.015894216341244445,0.02399565673677806,,,,,0.975869462179316,False,False,True
151,EIF2AK4_14284-23_3,Predicted vs RV,234.0,0.10212221928950632,0.44581263481482303,0.10212221928950632,0.062120104716124835,,,,,0.8704518646419365,False,False,True
151,RAB14_14283-12_3,Non vs Predicted,375.0,0.012079201132083875,0.9182379962752956,0.012079201132083875,-0.015744850154037593,,,,,0.9827057389092267,False,False,True
151,RAB14_14283-12_3,Non vs RV,423.0,-0.19225567418133785,0.06125502942928867,-0.19225567418133785,-0.07696433535477887,,,,,0.529005904192639,False,False,True
151,RAB14_14283-12_3,Predicted vs RV,234.0,-0.20433487531342173,0.11783868709034656,-0.20433487531342173,-0.061219485200741275,,,,,0.6468250065396041,False,False,True
151,PREP_14273-19_3,Non vs Predicted,375.0,0.13685546796732084,0.25024168323335805,0.13685546796732084,0.0574025701446903,,,,,0.7667246224266532,False,False,True
151,PREP_14273-19_3,Non vs RV,423.0,0.34396301989963396,0.0009653395981053047,0.34396301989963396,0.18085354475672943,,,,,0.07185654754627507,False,False,True
151,PREP_14273-19_3,Predicted vs RV,234.0,0.20710755193231312,0.11687617069662672,0.20710755193231312,0.12345097461203913,,,,,0.6451993471280287,False,False,True
151,FBXL4_14272-43_3,Non vs Predicted,375.0,-0.05752287318922639,0.6240177785100345,-0.05752287318922639,-0.00563909861198475,,,,,0.922802407149544,False,False,True
151,FBXL4_14272-43_3,Non vs RV,423.0,0.13469035351832226,0.18815639355692504,0.13469035351832226,0.021050683484726385,,,,,0.7206533122787919,False,False,True
151,FBXL4_14272-43_3,Predicted vs RV,234.0,0.19221322670754865,0.14009197212833993,0.19221322670754865,0.026689782096711134,,,,,0.6732322360283887,False,False,True
151,RAB6B_14271-23_3,Non vs Predicted,375.0,0.12516802435733204,0.284669587191902,0.12516802435733204,0.027475412959891088,,,,,0.7903689569601954,False,False,True
151,RAB6B_14271-23_3,Non vs RV,423.0,-0.30340949140257817,0.003028561904595194,-0.30340949140257817,-0.15733788038980734,,,,,0.14776611236135628,False,False,True
151,RAB6B_14271-23_3,Predicted vs RV,234.0,-0.4285775157599102,0.001010765128277002,-0.4285775157599102,-0.18481329334969843,,,,,0.07338669863879951,False,False,True
151,SRXN1_14268-4_3,Non vs Predicted,375.0,0.030175315624234537,0.7946060271189839,0.030175315624234537,-0.008228248119587889,,,,,0.9635919977251423,False,False,True
151,SRXN1_14268-4_3,Non vs RV,423.0,-0.18055146889999843,0.07430665826846723,-0.18055146889999843,-0.06526406309461041,,,,,0.5622891081298945,False,False,True
