PROJECTID,cohort_col,TESTNAME,UNITS,n,omnibus_pval,omnibus_qval_fdr_bh,outlier_handling,gba_included,log_transform,pd_only
PPMI 256,HEURISTIC,POU2AF1 (UniProt:Q16633),Relative Autoantigen Quantity,34.0,0.1589823174778509,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,POU5F1 (UniProt:Q01860),Relative Autoantigen Quantity,34.0,0.8912037347749737,0.982758512753638,none,False,False,True
PPMI 256,HEURISTIC,PPARD (UniProt:Q03181),Relative Autoantigen Quantity,34.0,0.1386602118553575,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,PPARG (UniProt:P37231),Relative Autoantigen Quantity,34.0,0.1981977043580919,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,PPIC (UniProt:P45877),Relative Autoantigen Quantity,34.0,0.9495165337221664,0.9939414899222452,none,False,False,True
PPMI 256,HEURISTIC,PPID (UniProt:Q08752),Relative Autoantigen Quantity,34.0,0.4213379273715996,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PPM1A (UniProt:P35813),Relative Autoantigen Quantity,34.0,0.9715715545369844,0.9999051015254186,none,False,False,True
PPMI 256,HEURISTIC,PPP1CB (UniProt:P62140),Relative Autoantigen Quantity,34.0,0.3944318828505548,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PPP1R14A (UniProt:Q96A00),Relative Autoantigen Quantity,34.0,0.4323841799821895,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PPP1R2P9 (UniProt:O14990),Relative Autoantigen Quantity,34.0,0.8595264027823565,0.9794419305543746,none,False,False,True
PPMI 256,HEURISTIC,PPP2CB (UniProt:P62714),Relative Autoantigen Quantity,34.0,0.9235853797240186,0.9856583906847431,none,False,False,True
PPMI 256,HEURISTIC,PPP2R1A (UniProt:P30153),Relative Autoantigen Quantity,34.0,0.5638397309677388,0.9433991192064451,none,False,False,True
PPMI 256,HEURISTIC,PPP2R1B (UniProt:P30154),Relative Autoantigen Quantity,34.0,0.4919343872856613,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PPP2R2B (UniProt:Q00005),Relative Autoantigen Quantity,34.0,0.8288452440997217,0.9717280208931508,none,False,False,True
PPMI 256,HEURISTIC,PPP2R2C (UniProt:Q9Y2T4),Relative Autoantigen Quantity,34.0,0.7434338007219513,0.9634892331987672,none,False,False,True
PPMI 256,HEURISTIC,PPP2R5A (UniProt:Q15172),Relative Autoantigen Quantity,34.0,0.9826599810940156,0.9999051015254186,none,False,False,True
PPMI 256,HEURISTIC,PPP2R5C (UniProt:Q13362),Relative Autoantigen Quantity,34.0,0.0606886963511994,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,PPP3CA (UniProt:Q08209),Relative Autoantigen Quantity,34.0,0.1149532526231977,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,PPP3CC (UniProt:P48454),Relative Autoantigen Quantity,34.0,0.1496247073941623,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,PPP3R1 (UniProt:P63098),Relative Autoantigen Quantity,34.0,0.7371444122273733,0.9634892331987672,none,False,False,True
PPMI 256,HEURISTIC,PPP4C (UniProt:P60510),Relative Autoantigen Quantity,34.0,0.7808569175897387,0.9634892331987672,none,False,False,True
PPMI 256,HEURISTIC,PPP4R1 (UniProt:Q8TF05),Relative Autoantigen Quantity,34.0,0.5516966129004116,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PQBP1 (UniProt:O60828),Relative Autoantigen Quantity,34.0,0.7223308082143184,0.9634892331987672,none,False,False,True
PPMI 256,HEURISTIC,PRAME (UniProt:P78395),Relative Autoantigen Quantity,34.0,0.4485346001367012,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PRC1 (UniProt:O43663),Relative Autoantigen Quantity,34.0,0.5485596228236043,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PRCC (UniProt:Q92733),Relative Autoantigen Quantity,34.0,0.8040956879685828,0.9717280208931508,none,False,False,True
PPMI 256,HEURISTIC,PRDM4 (UniProt:Q9UKN5),Relative Autoantigen Quantity,34.0,0.6066744303147314,0.9528295091635116,none,False,False,True
PPMI 256,HEURISTIC,PRDX1 (UniProt:Q06830),Relative Autoantigen Quantity,34.0,0.8081464554752296,0.9717280208931508,none,False,False,True
PPMI 256,HEURISTIC,PRDX6 (UniProt:P30041),Relative Autoantigen Quantity,34.0,0.3917306293716871,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PRELID1 (UniProt:Q9Y255),Relative Autoantigen Quantity,34.0,0.8296336332730267,0.9717280208931508,none,False,False,True
PPMI 256,HEURISTIC,PRF1 (UniProt:P14222),Relative Autoantigen Quantity,34.0,0.3216706851636942,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PRKAA1 (UniProt:Q13131),Relative Autoantigen Quantity,34.0,0.2702058669374245,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,PRKAA2 (UniProt:P54646),Relative Autoantigen Quantity,34.0,0.8354276300606849,0.9719057522801452,none,False,False,True
PPMI 256,HEURISTIC,PRKACA (UniProt:P17612),Relative Autoantigen Quantity,34.0,0.9450105167659528,0.9914601862341098,none,False,False,True
PPMI 256,HEURISTIC,PRKACB (UniProt:P22694),Relative Autoantigen Quantity,34.0,0.1756798985425418,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,PRKACG (UniProt:P22612),Relative Autoantigen Quantity,34.0,0.1348759708515682,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,PRKAG3 (UniProt:Q9UGI9),Relative Autoantigen Quantity,34.0,0.2902523310460878,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,PRKAR1A (UniProt:P10644),Relative Autoantigen Quantity,34.0,0.4325328259870452,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PRKCB (UniProt:P05771),Relative Autoantigen Quantity,34.0,0.3534532033947619,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PRKCH (UniProt:P24723),Relative Autoantigen Quantity,34.0,0.3645819792958548,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PRKCI (UniProt:P41743),Relative Autoantigen Quantity,34.0,0.3935866463640424,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PRKCZ (UniProt:Q05513),Relative Autoantigen Quantity,34.0,0.1294826362710628,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,PRKD2 (UniProt:Q9BZL6),Relative Autoantigen Quantity,34.0,0.992813200949906,0.9999051015254186,none,False,False,True
PPMI 256,HEURISTIC,PRKD3 (UniProt:O94806),Relative Autoantigen Quantity,34.0,0.6059041790194275,0.9528295091635116,none,False,False,True
PPMI 256,HEURISTIC,PRKRA (UniProt:O75569),Relative Autoantigen Quantity,34.0,0.4668737533722956,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PRKX (UniProt:P51817),Relative Autoantigen Quantity,34.0,0.3574565828918999,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PRL (UniProt:P01236),Relative Autoantigen Quantity,34.0,0.955116514920726,0.996433352925724,none,False,False,True
PPMI 256,HEURISTIC,PRM1 (UniProt:P04553),Relative Autoantigen Quantity,34.0,0.4073636198845506,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PRM2 (UniProt:P04554),Relative Autoantigen Quantity,34.0,0.4854457611860736,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PRPF4 (UniProt:O43172),Relative Autoantigen Quantity,34.0,0.6445648735096335,0.961082032169359,none,False,False,True
PPMI 256,HEURISTIC,PRPS2 (UniProt:P11908),Relative Autoantigen Quantity,34.0,0.861297077326491,0.9794419305543746,none,False,False,True
PPMI 256,HEURISTIC,PRSS33 (UniProt:Q8NF86),Relative Autoantigen Quantity,34.0,0.2812060440985035,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,PRSS50 (UniProt:Q9UI38),Relative Autoantigen Quantity,34.0,0.5582624746133101,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PRSS54 (UniProt:Q6PEW0),Relative Autoantigen Quantity,34.0,0.7837204836931733,0.966380437063893,none,False,False,True
PPMI 256,HEURISTIC,PRTN3 (UniProt:P24158),Relative Autoantigen Quantity,34.0,0.2286683317078569,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,PSCA (UniProt:O43653),Relative Autoantigen Quantity,34.0,0.4490330201329258,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PSG1 (UniProt:P11464),Relative Autoantigen Quantity,34.0,0.3188688833586547,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PSG11 (UniProt:Q9UQ72),Relative Autoantigen Quantity,34.0,0.6097846986562749,0.9539765673165144,none,False,False,True
PPMI 256,HEURISTIC,PSIP1 (UniProt:O75475),Relative Autoantigen Quantity,34.0,0.4661876269289276,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PSMA6 (UniProt:P60900),Relative Autoantigen Quantity,34.0,0.9998934768257056,0.9999051015254186,none,False,False,True
PPMI 256,HEURISTIC,PSMB10 (UniProt:P40306),Relative Autoantigen Quantity,34.0,0.909852532758192,0.9856583906847431,none,False,False,True
PPMI 256,HEURISTIC,PSMB3 (UniProt:P49720),Relative Autoantigen Quantity,34.0,0.299208565236584,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PSMB8 (UniProt:P28062),Relative Autoantigen Quantity,34.0,0.9880915375238306,0.9999051015254186,none,False,False,True
PPMI 256,HEURISTIC,PSMB9 (UniProt:P28065),Relative Autoantigen Quantity,34.0,0.9714474528801296,0.9999051015254186,none,False,False,True
PPMI 256,HEURISTIC,PSMD4 (UniProt:P55036),Relative Autoantigen Quantity,34.0,0.6121535153113422,0.954249372865716,none,False,False,True
PPMI 256,HEURISTIC,PSMD9 (UniProt:O00233),Relative Autoantigen Quantity,34.0,0.2363177795757292,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,PSME1 (UniProt:Q06323),Relative Autoantigen Quantity,34.0,0.8027144963324421,0.9717280208931508,none,False,False,True
PPMI 256,HEURISTIC,PSME2 (UniProt:Q9UL46),Relative Autoantigen Quantity,34.0,0.0322621833129642,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,PSME3 (UniProt:P61289),Relative Autoantigen Quantity,34.0,0.5091777737778866,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PTEN (UniProt:O00633),Relative Autoantigen Quantity,34.0,0.4653172700359905,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PTGDR (UniProt:Q13258),Relative Autoantigen Quantity,34.0,0.2953016091227384,0.9422252373555418,none,False,False,True
PPMI 256,HEURISTIC,PTGER3 (UniProt:P43115),Relative Autoantigen Quantity,34.0,0.3132317848266805,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PTK6 (UniProt:Q13882),Relative Autoantigen Quantity,34.0,0.3329580224220328,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PTK7 (UniProt:Q13308),Relative Autoantigen Quantity,34.0,0.4929061661670796,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PTK7_ext (UniProt:Q13308),Relative Autoantigen Quantity,34.0,0.5343039123313624,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PTK7_int (UniProt:Q13308),Relative Autoantigen Quantity,34.0,0.4674843804170118,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PTK_E9PEI4 (UniProt:E9PEI4),Relative Autoantigen Quantity,34.0,0.2895598480935109,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,PTK_H0YBP1 (UniProt:H0YBP1),Relative Autoantigen Quantity,34.0,0.9173866628513332,0.9856583906847431,none,False,False,True
PPMI 256,HEURISTIC,PTP4A1 (UniProt:Q93096),Relative Autoantigen Quantity,34.0,0.0411794758626967,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,PTP4A2 (UniProt:Q12974),Relative Autoantigen Quantity,34.0,0.6132821858277888,0.954249372865716,none,False,False,True
PPMI 256,HEURISTIC,PTP4A3 (UniProt:O75365),Relative Autoantigen Quantity,34.0,0.1586834793676842,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,PTPA (UniProt:Q15257),Relative Autoantigen Quantity,34.0,0.0639432583376941,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,PTPN1 (UniProt:P18031),Relative Autoantigen Quantity,34.0,0.5645869250197147,0.9433991192064451,none,False,False,True
PPMI 256,HEURISTIC,PTPN11 (UniProt:Q06124),Relative Autoantigen Quantity,34.0,0.2787605985999574,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,PTPN2 (UniProt:P17706),Relative Autoantigen Quantity,34.0,0.0711817563640535,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,PTPN20 (UniProt:Q4JDL3),Relative Autoantigen Quantity,34.0,0.9381483378258378,0.989853104171921,none,False,False,True
PPMI 256,HEURISTIC,PTPN22 (UniProt:Q9Y2R2),Relative Autoantigen Quantity,34.0,0.1815643663292902,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,PTPN4 (UniProt:P29074),Relative Autoantigen Quantity,34.0,0.1094426009414931,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,PTPN6 (UniProt:P29350),Relative Autoantigen Quantity,34.0,0.1266354906882213,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,PTRH1 (UniProt:Q86Y79),Relative Autoantigen Quantity,34.0,0.4814959378609707,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PTTG1IP (UniProt:P53801),Relative Autoantigen Quantity,34.0,0.2966734924295575,0.9428113232099464,none,False,False,True
PPMI 256,HEURISTIC,PXK (UniProt:Q7Z7A4),Relative Autoantigen Quantity,34.0,0.3592370642629097,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,PXN (UniProt:P49023),Relative Autoantigen Quantity,34.0,0.9589743172861368,0.996610022511032,none,False,False,True
PPMI 256,HEURISTIC,PYCR1 (UniProt:P32322),Relative Autoantigen Quantity,34.0,0.9419430339136248,0.9904803023655728,none,False,False,True
PPMI 256,HEURISTIC,PYGB (UniProt:P11216),Relative Autoantigen Quantity,34.0,0.8678423813851518,0.9801781370444396,none,False,False,True
PPMI 256,HEURISTIC,PYGO2 (UniProt:Q9BRQ0),Relative Autoantigen Quantity,34.0,0.7200571020504182,0.9634892331987672,none,False,False,True
PPMI 256,HEURISTIC,RAB38 (UniProt:P57729),Relative Autoantigen Quantity,34.0,0.6961956338975649,0.9631645826092572,none,False,False,True
PPMI 256,HEURISTIC,RABEP1 (UniProt:Q15276),Relative Autoantigen Quantity,34.0,0.1634508380517548,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RABL6 (UniProt:Q3YEC7),Relative Autoantigen Quantity,34.0,0.9910801958803356,0.9999051015254186,none,False,False,True
PPMI 256,HEURISTIC,RAC1 (UniProt:P63000),Relative Autoantigen Quantity,34.0,0.1634713611763407,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RAC2 (UniProt:P15153),Relative Autoantigen Quantity,34.0,0.2851599552081018,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RAD21 (UniProt:O60216),Relative Autoantigen Quantity,34.0,0.5255900540441506,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,RAD23A (UniProt:P54725),Relative Autoantigen Quantity,34.0,0.0567210072373009,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RAD23B (UniProt:P54727),Relative Autoantigen Quantity,34.0,0.7186309052167412,0.9634892331987672,none,False,False,True
PPMI 256,HEURISTIC,RAD51 (UniProt:Q06609),Relative Autoantigen Quantity,34.0,0.0090217953451786,0.8008996195440125,none,False,False,True
PPMI 256,HEURISTIC,RAD51B (UniProt:O15315),Relative Autoantigen Quantity,34.0,0.4093279385082084,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,RAD51D (UniProt:O75771),Relative Autoantigen Quantity,34.0,0.4584818815978177,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,RAF1 (UniProt:P04049),Relative Autoantigen Quantity,34.0,0.0281342567652221,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RAG1 (UniProt:P15918),Relative Autoantigen Quantity,34.0,0.3277603567813565,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,RALBP1 (UniProt:Q15311),Relative Autoantigen Quantity,34.0,0.4127459676972766,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,RAN (UniProt:P62826),Relative Autoantigen Quantity,34.0,0.4697956145042812,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,RAP1GDS1 (UniProt:P52306),Relative Autoantigen Quantity,34.0,0.1278810245330607,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RAPGEF4 (UniProt:Q8WZA2),Relative Autoantigen Quantity,34.0,0.980204725419326,0.9999051015254186,none,False,False,True
PPMI 256,HEURISTIC,RARA (UniProt:P10276),Relative Autoantigen Quantity,34.0,0.2546749216137408,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RARB (UniProt:P10826),Relative Autoantigen Quantity,34.0,0.6488053122167282,0.961082032169359,none,False,False,True
PPMI 256,HEURISTIC,RB1 (UniProt:P06400),Relative Autoantigen Quantity,34.0,0.488547507942783,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,RBKS (UniProt:Q9H477),Relative Autoantigen Quantity,34.0,0.9946370673323716,0.9999051015254186,none,False,False,True
PPMI 256,HEURISTIC,RBM28 (UniProt:Q9NW13),Relative Autoantigen Quantity,34.0,0.1184584824129781,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RBM46 (UniProt:Q8TBY0),Relative Autoantigen Quantity,34.0,0.4093014705421852,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,RBM6 (UniProt:P78332),Relative Autoantigen Quantity,34.0,0.6358705636651837,0.961082032169359,none,False,False,True
PPMI 256,HEURISTIC,RBM7 (UniProt:Q9Y580),Relative Autoantigen Quantity,34.0,0.2694330269304939,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RBMS1 (UniProt:P29558),Relative Autoantigen Quantity,34.0,0.8070438028222312,0.9717280208931508,none,False,False,True
PPMI 256,HEURISTIC,RBPJ (UniProt:Q06330),Relative Autoantigen Quantity,34.0,0.4879520373666928,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,RCAN1 (UniProt:P53805),Relative Autoantigen Quantity,34.0,0.0799512891879433,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RCC2 (UniProt:Q9P258),Relative Autoantigen Quantity,34.0,0.8856655416673574,0.9813131926469468,none,False,False,True
PPMI 256,HEURISTIC,REG3A (UniProt:Q06141),Relative Autoantigen Quantity,34.0,0.5860411185893771,0.952490631814114,none,False,False,True
PPMI 256,HEURISTIC,RELT (UniProt:Q969Z4),Relative Autoantigen Quantity,34.0,0.1010347009504163,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RERG (UniProt:Q96A58),Relative Autoantigen Quantity,34.0,0.621337276873827,0.9559516828267032,none,False,False,True
PPMI 256,HEURISTIC,RET (UniProt:P07949),Relative Autoantigen Quantity,34.0,0.5684628565336984,0.9433991192064451,none,False,False,True
PPMI 256,HEURISTIC,RET_ext (UniProt:P07949),Relative Autoantigen Quantity,34.0,0.5438837160570277,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,RET_int (UniProt:P07949),Relative Autoantigen Quantity,34.0,0.3703497833978187,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,REXO4 (UniProt:Q9GZR2),Relative Autoantigen Quantity,34.0,0.829554636554155,0.9717280208931508,none,False,False,True
PPMI 256,HEURISTIC,RFK (UniProt:Q969G6),Relative Autoantigen Quantity,34.0,0.6969479762446097,0.9631645826092572,none,False,False,True
PPMI 256,HEURISTIC,RFX3 (UniProt:P48380),Relative Autoantigen Quantity,34.0,0.8890886982112643,0.9821759146807364,none,False,False,True
PPMI 256,HEURISTIC,RGS5 (UniProt:O15539),Relative Autoantigen Quantity,34.0,0.8546590749815105,0.9771249336240232,none,False,False,True
PPMI 256,HEURISTIC,RHOA (UniProt:P61586),Relative Autoantigen Quantity,34.0,0.0204733253160887,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RHOB (UniProt:P62745),Relative Autoantigen Quantity,34.0,0.6802363452618698,0.9631645826092572,none,False,False,True
PPMI 256,HEURISTIC,RHOH (UniProt:Q15669),Relative Autoantigen Quantity,34.0,0.9976389164129538,0.9999051015254186,none,False,False,True
PPMI 256,HEURISTIC,RHOT2 (UniProt:Q8IXI1),Relative Autoantigen Quantity,34.0,0.738768560501582,0.9634892331987672,none,False,False,True
PPMI 256,HEURISTIC,RHOXF2 (UniProt:Q9BQY4),Relative Autoantigen Quantity,34.0,0.8200103343941325,0.9717280208931508,none,False,False,True
PPMI 256,HEURISTIC,RIDA (UniProt:P52758),Relative Autoantigen Quantity,34.0,0.7895276351183952,0.9689580847525184,none,False,False,True
PPMI 256,HEURISTIC,RING1 (UniProt:Q06587),Relative Autoantigen Quantity,34.0,0.2435727423516545,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RIOK2 (UniProt:Q9BVS4),Relative Autoantigen Quantity,34.0,0.6291136841034083,0.959954076729687,none,False,False,True
PPMI 256,HEURISTIC,RIOK3 (UniProt:O14730),Relative Autoantigen Quantity,34.0,0.1881459324271484,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RIPK1 (UniProt:Q13546),Relative Autoantigen Quantity,34.0,0.8229068602674562,0.9717280208931508,none,False,False,True
PPMI 256,HEURISTIC,RIPK2 (UniProt:O43353),Relative Autoantigen Quantity,34.0,0.4605929221006835,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,RIPK3 (UniProt:Q9Y572),Relative Autoantigen Quantity,34.0,0.4784102621716109,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,RNASEL (UniProt:Q05823),Relative Autoantigen Quantity,34.0,0.2318440929129535,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RNF38 (UniProt:Q9H0F5),Relative Autoantigen Quantity,34.0,0.6831974412985324,0.9631645826092572,none,False,False,True
PPMI 256,HEURISTIC,RNF40 (UniProt:O75150),Relative Autoantigen Quantity,34.0,0.0981409742915327,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RNF6 (UniProt:Q9Y252),Relative Autoantigen Quantity,34.0,0.3399311068726111,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,RNF7 (UniProt:Q9UBF6),Relative Autoantigen Quantity,34.0,0.7385513301680079,0.9634892331987672,none,False,False,True
PPMI 256,HEURISTIC,RNGTT (UniProt:O60942),Relative Autoantigen Quantity,34.0,0.2588799932468065,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,ROPN1 (UniProt:Q9HAT0),Relative Autoantigen Quantity,34.0,0.5597042540168718,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,RORC (UniProt:P51449),Relative Autoantigen Quantity,34.0,0.1448794505250848,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RPA2 (UniProt:P15927),Relative Autoantigen Quantity,34.0,0.7309236376303768,0.9634892331987672,none,False,False,True
PPMI 256,HEURISTIC,RPL10 (UniProt:P27635),Relative Autoantigen Quantity,34.0,0.4337027064306971,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,RPL10A (UniProt:P62906),Relative Autoantigen Quantity,34.0,0.4144988582387653,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,RPL11 (UniProt:P62913),Relative Autoantigen Quantity,34.0,0.0041690230993531,0.6498089096859159,none,False,False,True
PPMI 256,HEURISTIC,RPL13A (UniProt:P40429),Relative Autoantigen Quantity,34.0,0.5357273151267711,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,RPL15 (UniProt:P61313),Relative Autoantigen Quantity,34.0,0.2286859695746214,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RPL17 (UniProt:P18621),Relative Autoantigen Quantity,34.0,0.6502049159246334,0.961082032169359,none,False,False,True
PPMI 256,HEURISTIC,RPL18 (UniProt:Q07020),Relative Autoantigen Quantity,34.0,0.8911194631356696,0.982758512753638,none,False,False,True
PPMI 256,HEURISTIC,RPL18A (UniProt:Q02543),Relative Autoantigen Quantity,34.0,0.8780246175723685,0.9810419463489098,none,False,False,True
PPMI 256,HEURISTIC,RPL22 (UniProt:P35268),Relative Autoantigen Quantity,34.0,0.0625339380340882,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RPL27A (UniProt:P46776),Relative Autoantigen Quantity,34.0,0.1097643774946146,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RPL30 (UniProt:P62888),Relative Autoantigen Quantity,34.0,0.8546915750308484,0.9771249336240232,none,False,False,True
PPMI 256,HEURISTIC,RPL31 (UniProt:P62899),Relative Autoantigen Quantity,34.0,0.5623192846325242,0.9433991192064451,none,False,False,True
PPMI 256,HEURISTIC,RPL32 (UniProt:P62910),Relative Autoantigen Quantity,34.0,0.6062968568042755,0.9528295091635116,none,False,False,True
PPMI 256,HEURISTIC,RPL34 (UniProt:P49207),Relative Autoantigen Quantity,34.0,0.6342195721376923,0.960185839902542,none,False,False,True
PPMI 256,HEURISTIC,RPL37A (UniProt:P61513),Relative Autoantigen Quantity,34.0,0.1866693013585423,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RPL5 (UniProt:P46777),Relative Autoantigen Quantity,34.0,0.0725283795300307,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RPL7A (UniProt:P62424),Relative Autoantigen Quantity,34.0,0.3930150669914651,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,RPLP1 (UniProt:P05386),Relative Autoantigen Quantity,34.0,0.6831803051793058,0.9631645826092572,none,False,False,True
PPMI 256,HEURISTIC,RPS15A (UniProt:P62244),Relative Autoantigen Quantity,34.0,0.3317872865420848,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,RPS2 (UniProt:P15880),Relative Autoantigen Quantity,34.0,0.8807266747946461,0.9813131926469468,none,False,False,True
PPMI 256,HEURISTIC,RPS27A (UniProt:P62979),Relative Autoantigen Quantity,34.0,0.2710298611159235,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RPS6KA1 (UniProt:Q15418),Relative Autoantigen Quantity,34.0,0.0468240651591879,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RPS6KA2 (UniProt:Q15349),Relative Autoantigen Quantity,34.0,0.3969361281479061,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,RPS6KA3 (UniProt:P51812),Relative Autoantigen Quantity,34.0,0.2942792707950956,0.940579356052483,none,False,False,True
PPMI 256,HEURISTIC,RPS6KA4 (UniProt:O75676),Relative Autoantigen Quantity,34.0,0.4251124066692405,0.9431552845134128,none,False,False,True
PPMI 256,HEURISTIC,RPS6KA5 (UniProt:O75582),Relative Autoantigen Quantity,34.0,0.2588136837767355,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RPS6KA6 (UniProt:Q9UK32),Relative Autoantigen Quantity,34.0,0.1952142770830352,0.9357614214454604,none,False,False,True
PPMI 256,HEURISTIC,RPS6KB1 (UniProt:P23443),Relative Autoantigen Quantity,34.0,0.6785867580250605,0.9631645826092572,none,False,False,True
