PROJECTID,cohort_col,TESTNAME,UNITS,n,omnibus_pval,omnibus_qval_fdr_bh,outlier_handling,gba_included,log_transform,pd_only
LCC 504,HEURISTIC,Q92520,Arbitrary Protein group intensity value,11.0,0.266102833378828,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q92542;Q92542-2,Arbitrary Protein group intensity value,11.0,0.1690054745063564,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q92563,Arbitrary Protein group intensity value,11.0,0.6760836448569,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q92626,Arbitrary Protein group intensity value,11.0,0.071777245773593,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q92673,Arbitrary Protein group intensity value,11.0,0.9020575800333098,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q92692;Q92692-2,Arbitrary Protein group intensity value,11.0,0.0595082213849247,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q92729;Q92729-2;Q92729-3;Q92729-4,Arbitrary Protein group intensity value,11.0,0.0470275761424459,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q92743,Arbitrary Protein group intensity value,11.0,0.8048980467110863,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q92752,Arbitrary Protein group intensity value,11.0,0.9046876902859804,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q92765,Arbitrary Protein group intensity value,11.0,0.4157385843494366,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q92820,Arbitrary Protein group intensity value,11.0,0.9002398825962086,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q92823;Q92823-2;Q92823-5,Arbitrary Protein group intensity value,11.0,0.6411748582141185,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q92854,Arbitrary Protein group intensity value,11.0,0.6636689851097944,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q92859;Q92859-2;Q92859-3;Q92859-4,Arbitrary Protein group intensity value,11.0,0.9079583270309024,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q92876,Arbitrary Protein group intensity value,11.0,0.8025500143485047,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q92911,Arbitrary Protein group intensity value,11.0,0.4837540829503609,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q92932;Q92932-3;Q92932-4,Arbitrary Protein group intensity value,11.0,0.1750094422415288,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q93063;Q93063-3,Arbitrary Protein group intensity value,11.0,0.9560023280450162,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q93091,Arbitrary Protein group intensity value,11.0,0.5200560895690153,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q969P0;Q969P0-3,Arbitrary Protein group intensity value,11.0,0.3029617018180228,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q969Z4,Arbitrary Protein group intensity value,11.0,0.2519913546343653,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q96AQ6;Q96AQ6-2,Arbitrary Protein group intensity value,11.0,0.2069629749972939,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q96CW9;Q96CW9-2,Arbitrary Protein group intensity value,11.0,0.8614994549057166,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q96CX2,Arbitrary Protein group intensity value,11.0,0.3106402612245822,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q96D05;Q96D05-2,Arbitrary Protein group intensity value,11.0,0.9044866002414028,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q96FE5;Q96FE5-2,Arbitrary Protein group intensity value,11.0,0.7919176510132332,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q96FE7-4,Arbitrary Protein group intensity value,11.0,0.9078647126111448,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q96GW7,Arbitrary Protein group intensity value,11.0,0.0767803879206816,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q96HD1-2,Arbitrary Protein group intensity value,11.0,0.9069053908425372,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q96ID5,Arbitrary Protein group intensity value,11.0,0.890502627969966,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q96JA1,Arbitrary Protein group intensity value,11.0,0.859605961796726,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q96JF0,Arbitrary Protein group intensity value,11.0,0.96340936455421,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q96JQ0,Arbitrary Protein group intensity value,11.0,0.3315433146585876,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q96KN2,Arbitrary Protein group intensity value,11.0,0.1021927899044344,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q96MK3,Arbitrary Protein group intensity value,11.0,0.915520253657258,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q96MU8;Q96MU8-2;Q96MU8-3,Arbitrary Protein group intensity value,11.0,0.8658511519873038,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q96PD2;Q96PD2-2,Arbitrary Protein group intensity value,11.0,0.2405783235519808,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q96PD5,Arbitrary Protein group intensity value,11.0,0.2411447698019481,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q96PQ0,Arbitrary Protein group intensity value,11.0,0.9011207354602904,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q96PX8,Arbitrary Protein group intensity value,11.0,0.1139957569439212,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q96RW7;Q96RW7-2,Arbitrary Protein group intensity value,11.0,0.8905690381419035,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q96S96,Arbitrary Protein group intensity value,11.0,0.365219464720817,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q96SM3,Arbitrary Protein group intensity value,11.0,0.8021820227742281,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q96T58,Arbitrary Protein group intensity value,11.0,0.2047249558986522,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q99453,Arbitrary Protein group intensity value,11.0,0.5037086072827454,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q99519,Arbitrary Protein group intensity value,11.0,0.8813051863057159,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q99523,Arbitrary Protein group intensity value,11.0,0.563832891218439,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q99536;Q99536-3,Arbitrary Protein group intensity value,11.0,0.0162269901303409,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q99538;Q99538-2;Q99538-3,Arbitrary Protein group intensity value,11.0,0.7657156423742173,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q99574,Arbitrary Protein group intensity value,11.0,0.9163414277139488,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q99584,Arbitrary Protein group intensity value,11.0,0.5949834232277927,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q99650;Q99650-2,Arbitrary Protein group intensity value,11.0,0.4485804638039125,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q99674;Q99674-4;Q99674-5,Arbitrary Protein group intensity value,11.0,0.6073978139495709,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q99784,Arbitrary Protein group intensity value,11.0,0.7637538199421544,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q99941;Q99941-2,Arbitrary Protein group intensity value,11.0,0.3005214182048215,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q99946,Arbitrary Protein group intensity value,11.0,0.9100301926542804,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q99969,Arbitrary Protein group intensity value,11.0,0.9400332747505,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q99972,Arbitrary Protein group intensity value,11.0,0.9056245251497422,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q99983,Arbitrary Protein group intensity value,11.0,0.8951473871696908,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q99985,Arbitrary Protein group intensity value,11.0,0.869674659617113,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9BQ16,Arbitrary Protein group intensity value,11.0,0.1307772646828632,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9BQT9;Q9BQT9-2,Arbitrary Protein group intensity value,11.0,0.9085824745397312,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9BRA2,Arbitrary Protein group intensity value,11.0,0.9163868353601098,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9BRK3;Q9BRK3-2;Q9BRK3-3,Arbitrary Protein group intensity value,11.0,0.903555613158338,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9BRK5,Arbitrary Protein group intensity value,11.0,0.9189478123203728,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9BS26,Arbitrary Protein group intensity value,11.0,0.9051452787824764,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9BT88,Arbitrary Protein group intensity value,11.0,0.1176240844611983,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9BTY2,Arbitrary Protein group intensity value,11.0,0.4052966006775624,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9BU40-2;Q9BU40-4;Q9BU40-5,Arbitrary Protein group intensity value,11.0,0.9210523866494312,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9BUD6,Arbitrary Protein group intensity value,11.0,0.554523526471729,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9BUJ0,Arbitrary Protein group intensity value,11.0,0.98935763379413,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9BUN1,Arbitrary Protein group intensity value,11.0,0.9078759818008753,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9BW30,Arbitrary Protein group intensity value,11.0,0.8530651961723168,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9BWS9;Q9BWS9-3,Arbitrary Protein group intensity value,11.0,0.9145368762277464,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9BX67;Q9BX67-2,Arbitrary Protein group intensity value,11.0,0.4831311399575251,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9BXJ0,Arbitrary Protein group intensity value,11.0,0.9079099181718338,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9BXJ3,Arbitrary Protein group intensity value,11.0,0.9912542099886268,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9BXJ4-3,Arbitrary Protein group intensity value,11.0,0.2165590353500844,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9BXP8,Arbitrary Protein group intensity value,11.0,0.9108748983195666,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9BY76;Q9BY76-2;Q9BY76-3,Arbitrary Protein group intensity value,11.0,0.1075004331287339,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9BYC5,Arbitrary Protein group intensity value,11.0,0.1146893023615853,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9GZP0;Q9GZP0-2,Arbitrary Protein group intensity value,11.0,0.3985949221079661,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9GZP4,Arbitrary Protein group intensity value,11.0,0.9101520538455972,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9GZX3,Arbitrary Protein group intensity value,11.0,0.0973115598165837,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9H008,Arbitrary Protein group intensity value,11.0,0.937654256858461,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9H1U4,Arbitrary Protein group intensity value,11.0,0.9070530011908235,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9H2A7,Arbitrary Protein group intensity value,11.0,0.9019461682893284,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9H2X9;Q9H2X9-2,Arbitrary Protein group intensity value,11.0,0.941899313744935,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9H3G5,Arbitrary Protein group intensity value,11.0,0.9687694066493834,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9H3T2;Q9H3T2-3,Arbitrary Protein group intensity value,11.0,0.8063513926052523,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9H3T3;Q9H3T3-3,Arbitrary Protein group intensity value,11.0,0.7748134566942783,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9H4D0,Arbitrary Protein group intensity value,11.0,0.5528945555245212,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9H4F8;Q9H4F8-2,Arbitrary Protein group intensity value,11.0,0.923400351916286,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9H5Y7,Arbitrary Protein group intensity value,11.0,0.1093661153620428,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9H6B4,Arbitrary Protein group intensity value,11.0,0.946897862766794,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9H6X2;Q9H6X2-2;Q9H6X2-3;Q9H6X2-4;Q9H6X2-5;Q9H6X2-6,Arbitrary Protein group intensity value,11.0,0.9062376757698468,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9H741,Arbitrary Protein group intensity value,11.0,0.9166116997984816,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9H7Y0,Arbitrary Protein group intensity value,11.0,0.991382845658447,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9H8J5,Arbitrary Protein group intensity value,11.0,0.9069630138477986,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9H8L6,Arbitrary Protein group intensity value,11.0,0.5434691115695468,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9H9S5,Arbitrary Protein group intensity value,11.0,0.0673082177352162,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9HAT2,Arbitrary Protein group intensity value,11.0,0.4958734202219721,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9HBL6,Arbitrary Protein group intensity value,11.0,0.5661468026135568,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9HBR0,Arbitrary Protein group intensity value,11.0,0.4883813967061015,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9HBT6,Arbitrary Protein group intensity value,11.0,0.9081992802938254,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9HBW1,Arbitrary Protein group intensity value,11.0,0.5632606786586234,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9HC38;Q9HC38-2,Arbitrary Protein group intensity value,11.0,0.5171749897535562,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9HC57,Arbitrary Protein group intensity value,11.0,0.5996225005607229,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9HCB6,Arbitrary Protein group intensity value,11.0,0.9295473396351548,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9HCU0,Arbitrary Protein group intensity value,11.0,0.906446578261484,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9HCU4,Arbitrary Protein group intensity value,11.0,0.4924256811555395,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9HDC9,Arbitrary Protein group intensity value,11.0,0.1039019349108169,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NP84,Arbitrary Protein group intensity value,11.0,0.9085751810882328,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NPC4,Arbitrary Protein group intensity value,11.0,0.9056774580213436,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NPG4,Arbitrary Protein group intensity value,11.0,0.9133072144354348,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NPH0,Arbitrary Protein group intensity value,11.0,0.610477798745455,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NPH3;Q9NPH3-2;Q9NPH3-5,Arbitrary Protein group intensity value,11.0,0.8974923598449143,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NQS3;Q9NQS3-2;Q9NQS3-3,Arbitrary Protein group intensity value,11.0,0.929691609791074,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NQZ6;Q9NQZ6-2;Q9NQZ6-3;Q9NQZ6-4;Q9NQZ6-5,Arbitrary Protein group intensity value,11.0,0.3235119301684434,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NR34,Arbitrary Protein group intensity value,11.0,0.8951229005089809,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NRB3,Arbitrary Protein group intensity value,11.0,0.9109405774433662,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NRN5;Q9NRN5-2,Arbitrary Protein group intensity value,11.0,0.6737435175677337,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NRR1,Arbitrary Protein group intensity value,11.0,0.7735056357566924,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NS00;Q9NS00-2,Arbitrary Protein group intensity value,11.0,0.9061445449386588,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NS85,Arbitrary Protein group intensity value,11.0,0.6891738645215517,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NS98,Arbitrary Protein group intensity value,11.0,0.9158232569968272,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NSC7,Arbitrary Protein group intensity value,11.0,0.5587010562029445,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NT22;Q9NT22-2,Arbitrary Protein group intensity value,11.0,0.5046270748758437,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NT99,Arbitrary Protein group intensity value,11.0,0.9110929111434182,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NTU7,Arbitrary Protein group intensity value,11.0,0.4019069909388795,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NU53,Arbitrary Protein group intensity value,11.0,0.8339086284570097,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NUQ9,Arbitrary Protein group intensity value,11.0,0.9061898318676216,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NX62,Arbitrary Protein group intensity value,11.0,0.9112280267507558,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NXS2;Q9NXS2-3,Arbitrary Protein group intensity value,11.0,0.7359934510990116,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NY15,Arbitrary Protein group intensity value,11.0,0.5381113316793759,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NY97;Q9NY97-2,Arbitrary Protein group intensity value,11.0,0.2047831419448169,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NYQ8,Arbitrary Protein group intensity value,11.0,0.454169072931287,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NYU2;Q9NYU2-2,Arbitrary Protein group intensity value,11.0,0.9433905891613116,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NYX4,Arbitrary Protein group intensity value,11.0,0.9893840705816968,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NZ08;Q9NZ08-2,Arbitrary Protein group intensity value,11.0,0.9069665597161042,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NZ53,Arbitrary Protein group intensity value,11.0,0.7534307717614301,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NZ94;Q9NZ94-2;Q9NZ94-3,Arbitrary Protein group intensity value,11.0,0.8879868036161765,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NZC2;Q9NZC2-2;Q9NZC2-3,Arbitrary Protein group intensity value,11.0,0.927276409401812,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NZP8,Arbitrary Protein group intensity value,11.0,0.8643566990005764,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NZR2,Arbitrary Protein group intensity value,11.0,0.8472582038261283,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9NZU1,Arbitrary Protein group intensity value,11.0,0.9046226355352168,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9P0K9,Arbitrary Protein group intensity value,11.0,0.976011382091974,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9P0L0,Arbitrary Protein group intensity value,11.0,0.4687629306826412,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9P121-4,Arbitrary Protein group intensity value,11.0,0.7967910409649563,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9P232,Arbitrary Protein group intensity value,11.0,0.9679120311570678,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9P2E7;Q9P2E7-2,Arbitrary Protein group intensity value,11.0,0.0614462559486703,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UBB9,Arbitrary Protein group intensity value,11.0,0.8953397879386433,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UBG0,Arbitrary Protein group intensity value,11.0,0.918628346439198,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UBQ6,Arbitrary Protein group intensity value,11.0,0.884059143629611,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UBR2,Arbitrary Protein group intensity value,11.0,0.2298039758335874,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UBX1,Arbitrary Protein group intensity value,11.0,0.9069886848293848,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UBX7;Q9UBX7-1;Q9UBX7-3;Q9UBX7-4,Arbitrary Protein group intensity value,11.0,0.9057817777074684,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UFM8;Q9Y639;Q9Y639-1;Q9Y639-3;Q9Y639-4;Q9Y639-5,Arbitrary Protein group intensity value,11.0,0.9985303567854364,0.999587415556444,none,False,False,True
LCC 504,HEURISTIC,Q9UFP1,Arbitrary Protein group intensity value,11.0,0.7198524609002442,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UGM5;Q9UGM5-2,Arbitrary Protein group intensity value,11.0,0.9680033689271268,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UHC6,Arbitrary Protein group intensity value,11.0,0.9358951972547614,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UHF0,Arbitrary Protein group intensity value,11.0,0.1655747776999289,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UHG2,Arbitrary Protein group intensity value,11.0,0.9552147655665872,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UHG3;Q9UHG3-2,Arbitrary Protein group intensity value,11.0,0.8921903776813567,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UHI8,Arbitrary Protein group intensity value,11.0,0.6859421348456222,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UHL4,Arbitrary Protein group intensity value,11.0,0.2576840470956577,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UI40;Q9UI40-2,Arbitrary Protein group intensity value,11.0,0.987093272423112,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UI42;Q9UI42-2,Arbitrary Protein group intensity value,11.0,0.9052966868137484,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UIB8;Q9UIB8-2;Q9UIB8-3;Q9UIB8-4;Q9UIB8-5;Q9UIB8-6,Arbitrary Protein group intensity value,11.0,0.878722341978864,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UIQ6;Q9UIQ6-2;Q9UIQ6-3,Arbitrary Protein group intensity value,11.0,0.7410455951893931,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UIW2,Arbitrary Protein group intensity value,11.0,0.924422226307892,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UJ14,Arbitrary Protein group intensity value,11.0,0.9079223082622532,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UJ37,Arbitrary Protein group intensity value,11.0,0.9079684963415274,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UJ90,Arbitrary Protein group intensity value,11.0,0.3470899090769674,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UJ99,Arbitrary Protein group intensity value,11.0,0.9058394493711632,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UJA9,Arbitrary Protein group intensity value,11.0,0.1482339765359219,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UJH8,Arbitrary Protein group intensity value,11.0,0.8012218979878816,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UJJ9,Arbitrary Protein group intensity value,11.0,0.9859771732351292,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UJQ1;Q9UJQ1-2,Arbitrary Protein group intensity value,11.0,0.9789580191841682,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UK28,Arbitrary Protein group intensity value,11.0,0.609177517358634,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UKB5,Arbitrary Protein group intensity value,11.0,0.3135500022158736,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UKM7,Arbitrary Protein group intensity value,11.0,0.9659800622553132,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UKU6,Arbitrary Protein group intensity value,11.0,0.2704904000409872,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UKU9,Arbitrary Protein group intensity value,11.0,0.8991361971996351,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UKY0,Arbitrary Protein group intensity value,11.0,0.8028028096138504,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UKZ4;Q9UKZ4-2,Arbitrary Protein group intensity value,11.0,0.7301595142564901,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9ULB4,Arbitrary Protein group intensity value,11.0,0.9610489452533846,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9ULF5,Arbitrary Protein group intensity value,11.0,0.162164321228439,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9ULH4,Arbitrary Protein group intensity value,11.0,0.3189872426364364,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9ULI3;Q9ULI3-2,Arbitrary Protein group intensity value,11.0,0.933128869370414,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9ULL4;Q9ULL4-2,Arbitrary Protein group intensity value,11.0,0.907808497916772,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9ULP0-3;Q9ULP0-6,Arbitrary Protein group intensity value,11.0,0.9162195553180782,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9ULX7,Arbitrary Protein group intensity value,11.0,0.5219989839658381,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9ULZ3;Q9ULZ3-3,Arbitrary Protein group intensity value,11.0,0.103006563188814,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9ULZ9;Q9ULZ9-2,Arbitrary Protein group intensity value,11.0,0.2746976315267232,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UM21,Arbitrary Protein group intensity value,11.0,0.9262150157384894,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UM22,Arbitrary Protein group intensity value,11.0,0.2647753787487193,0.9967832759666496,none,False,False,True
